HOSTNAME,SOURCE_SITE,SOURCE_DEVICE_TYPE,SOURCE_REGION,SOURCE_INTERFACE_ID,SLOT,TYPE,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS,SEGMENT,TARGET_SITE,TARGET_DEVICE_TYPE,TARGET_HOSTNAME,TARGET_REGION,TARGET_INTERFACE_ID,,TARGET_BUNDLE_INTERFACE,TARGET_IPV4_ADDRESS,TARGET_IPV6_ADDRESS,ISIS_AREA,CHANGE ISIS,IS_BACK_TO_BACK_LINK,VIA_LOT_1,IS_VIA_ACI,IS_IOSXRV,IS_INFRA,IS_INTERCONNECT,ER4L,REMARKS,,,,,,,,
SILPXSILCICN001,PLDT SILANG,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether102,10.205.234.69/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/0/0/4,SLOT 0,Bundle-Ether105,10.205.234.70/30,,,,,,,,YES,,,,,,,,,,,
SILPXSILCICN002,PLDT SILANG,DN-2,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.73/30,,,PLDT TAGAYTAY,PE-2,TGTPXTGTCIBE002,SL,HundredGigE0/7/0/3,SLOT 7,Bundle-Ether105,10.205.234.74/30,,,,,,,,YES,,,,,,,,,,,
SILPXSILCICN002,PLDT SILANG,DN-2,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether102,10.205.234.77/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/7/0/3,SLOT 7,Bundle-Ether105,10.205.234.78/30,,,,,,,,YES,,,,,,,,,,,
BCR00680CICN001,SMART 680 BACOOR 1,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.81/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/0/0/2,SLOT 0,Bundle-Ether100,10.205.234.82/30,,,,,,,,YES,,,,,,,,,,,
BCR00680CICN001,SMART 680 BACOOR 1,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.85/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether106,10.205.234.86/30,,,,,,,,YES,,,,,,,,,,,
BCR00680CICN002,SMART 680 BACOOR 1,DN-2,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.89/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether100,10.205.234.90/30,,,,,,,,YES,,,,,,,,,,,
BCR00680CICN002,SMART 680 BACOOR 1,DN-2,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.93/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/7/0/4,SLOT 7,Bundle-Ether106,10.205.234.94/30,,,,,,,,YES,,,,,,,,,,,
IMU00638CICN001,SMART 638 IMUS 2,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.97/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether107,10.205.234.98/30,,,,,,,,YES,,,,,,,,,,,
IMU00638CICN001,SMART 638 IMUS 2,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether103,10.205.234.101/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether101,10.205.234.102/30,,,,,,,,YES,,,,,,,,,,,
IMU00638CICN002,SMART 638 IMUS 2,DN-2,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.105/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/7/0/4,SLOT 7,Bundle-Ether107,10.205.234.106/30,,,,,,,,YES,,,,,,,,,,,
IMU00638CICN002,SMART 638 IMUS 2,DN-2,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether103,10.205.234.109/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether102,10.205.234.110/30,,,,,,,,YES,,,,,,,,,,,
IMUS3559CICN001,PLDT IMUS,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.113/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether105,10.205.234.114/30,,,,,,,,YES,,,,,,,,,,,
IMUS3559CICN001,PLDT IMUS,DN-1,SL,HundredGigE0/3/2/3,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.117/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether108,10.205.234.118/30,,,,,,,,YES,,,,,,,,,,,
IMUS3559CICN002,PLDT IMUS,DN-2,SL,HundredGigE0/2/0/1,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.121/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/7/0/2,SLOT 7,Bundle-Ether106,10.205.234.122/30,,,,,,,,YES,,,,,,,,,,,
IMUS3559CICN002,PLDT IMUS,DN-2,SL,HundredGigE0/3/2/3,SLOT 3,PE-DN,Bundle-Ether102,10.205.234.125/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/7/0/24,SLOT 7,Bundle-Ether108,10.205.234.126/30,,,,,,,,YES,,,,,,,,,,,
NACS3561CICN001,PLDT NAIC,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.129/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether109,10.205.234.130/30,,,,,,,,YES,,,,,,,,,,,
NACS3561CICN001,PLDT NAIC,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.133/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether107,10.205.234.134/30,,,,,,,,YES,,,,,,,,,,,
NACS3561CICN002,PLDT NAIC,DN-2,SL,HundredGigE0/2/0/1,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.137/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/7/0/24,SLOT 7,Bundle-Ether109,10.205.234.138/30,,,,,,,,YES,,,,,,,,,,,
NACS3561CICN002,PLDT NAIC,DN-2,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.141/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/7/0/4,SLOT 7,Bundle-Ether107,10.205.234.142/30,,,,,,,,YES,,,,,,,,,,,
TMSS3565CICN001,PLDT TRECE MARTIREZ,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.145/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/0/0/4,SLOT 0,Bundle-Ether108,10.205.234.146/30,,,,,,,,YES,,,,,,,,,,,
TMSS3565CICN001,PLDT TRECE MARTIREZ,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.149/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/0/0/26,SLOT 0,Bundle-Ether110,10.205.234.150/30,,,,,,,,YES,,,,,,,,,,,
TMSS3565CICN002,PLDT TRECE MARTIREZ,DN-2,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.153/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/7/0/3,SLOT 7,Bundle-Ether108,10.205.234.154/30,,,,,,,,YES,,,,,,,,,,,
TMSS3565CICN002,PLDT TRECE MARTIREZ,DN-2,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether102,10.205.234.157/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/7/0/25,SLOT 7,Bundle-Ether110,10.205.234.158/30,,,,,,,,YES,,,,,,,,,,,
S33 PLDT ZAPOTE/PANAPAAN DN-1,S33 PLDT ZAPOTE/PANAPAAN,DN-1,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.161/30,,,PLDT DASMARINAS,PE-1,DASPXDASCIBE001,SL,HundredGigE0/0/0/26,SLOT 0,Bundle-Ether111,10.205.234.162/30,,,,,,,,YES,,,,,,,,,,,
S33 PLDT ZAPOTE/PANAPAAN DN-1,S33 PLDT ZAPOTE/PANAPAAN,DN-1,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.165/30,,,PLDT BINAKAYAN,PE-2,KAWS0016CIBE002,NL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether112,10.205.234.166/30,,,,,,,,YES,,,,,,,,,,,
S33 PLDT ZAPOTE/PANAPAAN DN-2,S33 PLDT ZAPOTE/PANAPAAN,DN-2,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.169/30,,,PLDT DASMARINAS,PE-2,DASPXDASCIBE002,SL,HundredGigE0/7/0/25,SLOT 7,Bundle-Ether111,10.205.234.170/30,,,,,,,,YES,,,,,,,,,,,
S33 PLDT ZAPOTE/PANAPAAN DN-2,S33 PLDT ZAPOTE/PANAPAAN,DN-2,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.173/30,,,PLDT BINAKAYAN,PE-1,KAWS0016CIBE001,NL,HundredGigE0/7/0/24,SLOT 7,Bundle-Ether113,10.205.234.174/30,,,,,,,,YES,,,,,,,,,,,
SMART O08 PAGUDPUD BANGUI DN-1,SMART O08 PAGUDPUD BANGUI,DN-1,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.193/30,,,PLDT LAOAG,PE-1,LAGN3816CIBE001,NL,HundredGigE0/0/0/4,SLOT 0,Bundle-Ether103,10.205.234.194/30,,,,,,,,YES,,,,,,,,,,,
SMART O08 PAGUDPUD BANGUI DN-1,SMART O08 PAGUDPUD BANGUI,DN-1,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.213/30,,,SMART N18 SANCHEZ MIRA,PE-2,SZM00N18CIBE002,NL,HundredGigE0/0/0/2,SLOT 0,Bundle-Ether100,10.205.234.214/30,,,,,,,,YES,,,,,,,,,,,
SMART O08 PAGUDPUD BANGUI DN-2,SMART O08 PAGUDPUD BANGUI,DN-2,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.217/30,,,PLDT LAOAG,PE-2,LAGN3816CIBE002,NL,HundredGigE0/7/0/4,SLOT 7,Bundle-Ether103,10.205.234.218/30,,,,,,,,YES,,,,,,,,,,,
SMART O08 PAGUDPUD BANGUI DN-2,SMART O08 PAGUDPUD BANGUI,DN-2,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.234.221/30,,,SMART N18 SANCHEZ MIRA,PE-1,SZM00N18CIBE001,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether100,10.205.234.222/30,,,,,,,,YES,,,,,,,,,,,
BBG00C82CICN001,SMART C82 BAMBANG,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.234.225/30,,,PLDT CABANATUAN,PE-1,CAB06118CIBE001,NL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether106,10.205.234.226/30,,,,,,,,YES,,,,,,,,,,,
BBG00C82CICN001,SMART C82 BAMBANG,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.1/30,,,SMART C63 SOLANO,PE-2,SNO00C63CIBE002,NL,HundredGigE0/0/0/2,SLOT 0,Bundle-Ether100,10.205.236.2/30,,,,,,,,YES,,,,,,,,,,,
BBG00C82CICN002,SMART C82 BAMBANG,DN-2,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.5/30,,,PLDT CABANATUAN,PE-2,CAB06118CIBE002,NL,HundredGigE0/7/0/4,SLOT 7,Bundle-Ether106,10.205.236.6/30,,,,,,,,YES,,,,,,,,,,,
BBG00C82CICN002,SMART C82 BAMBANG,DN-2,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.9/30,,,SMART C63 SOLANO,PE-1,SNO00C63CIBE001,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether100,10.205.236.10/30,,,,,,,,YES,,,,,,,,,,,
MDD00N93CICN001,SMART N93 MADELLA,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.13/30,,,SMART C63 SOLANO,PE-1,SNO00C63CIBE001,NL,HundredGigE0/0/0/2,SLOT 0,Bundle-Ether101,10.205.236.14/30,,,,,,,,YES,,,,,,,,,,,
MDD00N93CICN001,SMART N93 MADELLA,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.17/30,,,PLDT CABANATUAN,PE-2,CAB06118CIBE002,NL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether107,10.205.236.18/30,,,,,,,,YES,,,,,,,,,,,
MDD00N93CICN002,SMART N93 MADELLA,DN-2,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.21/30,,,SMART C63 SOLANO,PE-2,SNO00C63CIBE002,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether101,10.205.236.22/30,,,,,,,,YES,,,,,,,,,,,
MDD00N93CICN002,SMART N93 MADELLA,DN-2,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.25/30,,,PLDT CABANATUAN,PE-1,CAB06118CIBE001,NL,HundredGigE0/7/0/3,SLOT 7,Bundle-Ether107,10.205.236.26/30,,,,,,,,YES,,,,,,,,,,,
GTRN1773CICN001,SMART N1773 SUN - GATTARAN- SAN VICENTE,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.29/30,,,PLDT TUGUEGARAO,PE-1,TUGN8519CIBE001,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether100,10.205.236.30/30,,,,,,,,YES,,,,,,,,,,,
GTRN1773CICN001,SMART N1773 SUN - GATTARAN- SAN VICENTE,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.33/30,,,SMART O74 BALLESTEROS,PE-2,BLL00O74CIBE002,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether100,10.205.236.34/30,,,,,,,,YES,,,,,,,,,,,
GTRN1773CICN002,SMART N1773 SUN - GATTARAN- SAN VICENTE,DN-2,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.37/30,,,PLDT TUGUEGARAO,PE-2,TUGN8519CIBE002,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether100,10.205.236.38/30,,,,,,,,YES,,,,,,,,,,,
GTRN1773CICN002,SMART N1773 SUN - GATTARAN- SAN VICENTE,DN-2,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.41/30,,,SMART O74 BALLESTEROS,PE-1,BLL00O74CIBE001,NL,HundredGigE0/7/0/1,SLOT 7,Bundle-Ether100,10.205.236.42/30,,,,,,,,YES,,,,,,,,,,,
RSL04943CICN001,SMART 4943 CARMEN,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.45/30,,,PLDT DAGUPAN,PE-1,DGPN3809CIBE001,NL,HundredGigE0/0/0/28,SLOT 0,Bundle-Ether110,10.205.236.46/30,,,,,,,,YES,,,,,,,,,,,
RSL04943CICN001,SMART 4943 CARMEN,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.49/30,,,PLDT TARLAC,PE-2,TRCN3821CIBE002,NL,HundredGigE0/0/0/29,SLOT 0,Bundle-Ether114,10.205.236.50/30,,,,,,,,YES,,,,,,,,,,,
RSL04943CICN002,SMART 4943 CARMEN,DN-2,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.53/30,,,PLDT DAGUPAN,PE-2,DGPN3809CIBE002,NL,HundredGigE0/7/0/26,SLOT 7,Bundle-Ether110,10.205.236.54/30,,,,,,,,YES,,,,,,,,,,,
RSL04943CICN002,SMART 4943 CARMEN,DN-2,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.57/30,,,PLDT TARLAC,PE-1,TRCN3821CIBE001,NL,HundredGigE0/7/0/27,SLOT 7,Bundle-Ether114,10.205.236.58/30,,,,,,,,YES,,,,,,,,,,,
SFU00N06CICN001,SMART N06 SAN FERNANDO LA UNION 2,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.61/30,,,PLDT SFU,PE-1,SFUN3814CIBE001,NL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether102,10.205.236.62/30,,,,,,,,YES,,,,,,,,,,,
SFU00N06CICN001,SMART N06 SAN FERNANDO LA UNION 2,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.65/30,,,PLDT SFU,PE-2,SFUN3814CIBE002,NL,HundredGigE0/0/0/24,SLOT 0,Bundle-Ether102,10.205.236.66/30,,,,,,,,YES,,,,,,,,,,,
PLDT PANTAL DN 1,PLDT PANTAL,DN-1,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.69/30,,,PLDT DAGUPAN,PE-1,DGPN3809CIBE001,NL,HundredGigE0/7/0/25,SLOT 7,Bundle-Ether111,10.205.236.70/30,,,,,,,,YES,,,,,,,,,,,
PLDT PANTAL DN 1,PLDT PANTAL,DN-1,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.73/30,,,PLDT DAGUPAN,PE-2,DGPN3809CIBE002,NL,HundredGigE0/7/0/27,SLOT 7,Bundle-Ether111,10.205.236.74/30,,,,,,,,YES,,,,,,,,,,,
SUB00527CICN001,SMART 527 SUBICTEL,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.77/30,,,PLDT SUBIC,PE-1,SUB00527CIBE001,NL,HundredGigE0/0/0/27,SLOT 0,Bundle-Ether108,10.205.236.78/30,,,,,,,,YES,,,,,,,,,,,
SUB00527CICN001,SMART 527 SUBICTEL,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.81/30,,,PLDT SUBIC,PE-2,SUB00527CIBE002,NL,HundredGigE0/0/0/27,SLOT 0,Bundle-Ether108,10.205.236.82/30,,,,,,,,YES,,,,,,,,,,,
APL00529CICN001,SMART 529 APALIT,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.85/30,,,PLDT SFP,PE-1,SFPN3827CIBE0001,NL,HundredGigE0/7/0/24,SLOT 7,Bundle-Ether108,10.205.236.86/30,,,,,,,,YES,,,,,,,,,,,
APL00529CICN001,SMART 529 APALIT,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.89/30,,,PLDT SFP,PE-2,SFPN3827CIBE0002,NL,HundredGigE0/7/0/25,SLOT 7,Bundle-Ether108,10.205.236.90/30,,,,,,,,YES,,,,,,,,,,,
SCC00C03CICN001,SMART C03 SAN CARLOS,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.93/30,,,PLDT DAGUPAN,PE-1,DGPN3809CIBE001,NL,HundredGigE0/0/0/29,SLOT 0,Bundle-Ether112,10.205.236.94/30,,,,,,,,YES,,,,,,,,,,,
SCC00C03CICN001,SMART C03 SAN CARLOS,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.97/30,,,PLDT DAGUPAN,PE-2,DGPN3809CIBE002,NL,HundredGigE0/0/0/27,SLOT 0,Bundle-Ether112,10.205.236.98/30,,,,,,,,YES,,,,,,,,,,,
LYN00Y30CICN001,SMART Y30 LINGAYEN 3 - DOMALANDAN,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.101/30,,,PLDT DAGUPAN,PE-1,DGPN3809CIBE001,NL,HundredGigE0/7/0/26,SLOT 7,Bundle-Ether113,10.205.236.102/30,,,,,,,,YES,,,,,,,,,,,
LYN00Y30CICN001,SMART Y30 LINGAYEN 3 - DOMALANDAN,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.105/30,,,PLDT DAGUPAN,PE-2,DGPN3809CIBE002,NL,HundredGigE0/7/0/28,SLOT 7,Bundle-Ether113,10.205.236.106/30,,,,,,,,YES,,,,,,,,,,,
BVT04682CICN001,SMART 4682 BUENAVISTA PROPER,DN-1,SL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.109/30,,,PLDT BATANGAS,PE-1,BATS0002CIBE001,SL,HundredGigE0/0/0/27,SLOT 0,Bundle-Ether118,10.205.236.110/30,,,,,,,,YES,,,,,,,,,,,
BVT04682CICN001,SMART 4682 BUENAVISTA PROPER,DN-1,SL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.113/30,,,PLDT BATANGAS,PE-2,BATS0002CIBE002,SL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether118,10.205.236.114/30,,,,,,,,YES,,,,,,,,,,,
SXZ00Y17CICN001,"SMART Y17 STA. CRUZ, ZAMBALES",DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.117/30,,,PLDT SUBIC,PE-1,SUB00527CIBE001,NL,HundredGigE0/7/0/26,SLOT 7,Bundle-Ether109,10.205.236.118/30,,,,,,,,YES,,,,,,,,,,,
SXZ00Y17CICN001,"SMART Y17 STA. CRUZ, ZAMBALES",DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.121/30,,,PLDT SUBIC,PE-2,SUB00527CIBE002,NL,HundredGigE0/7/0/26,SLOT 7,Bundle-Ether109,10.205.236.122/30,,,,,,,,YES,,,,,,,,,,,
SGG00N83CICN001,SMART N83 SANTIAGO CITY 3,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.125/30,,,SMART 6113 CAUAYAN,PE-1,CYN06113CIBE001,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether102,10.205.236.126/30,,,,,,,,YES,,,,,,,,,,,
SGG00N83CICN001,SMART N83 SANTIAGO CITY 3,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.129/30,,,SMART 6113 CAUAYAN,PE-2,CYN06113CIBE002,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether102,10.205.236.130/30,,,,,,,,YES,,,,,,,,,,,
SLC00T89CICN001,"SMART T89 STA. LUCIA (TEMPORARY), ILOCOS SUR",DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.133/30,,,PLDT VIGAN,PE-1,VGN00C15CIBE001,NL,HundredGigE0/7/0/3,SLOT 7,Bundle-Ether103,10.205.236.134/30,,,,,,,,YES,,,,,,,,,,,
SLC00T89CICN001,"SMART T89 STA. LUCIA (TEMPORARY), ILOCOS SUR",DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.137/30,,,PLDT SFU,PE-2,SFUN3814CIBE002,NL,HundredGigE0/7/0/2,SLOT 7,Bundle-Ether103,10.205.236.138/30,,,,,,,,YES,,,,,,,,,,,
BON00C36CICN002,SMART C37 BONTOC RELAY,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.141/30,,,SMART C63 SOLANO,PE-1,SNO00C63CIBE001,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether102,10.205.236.142/30,,,,,,,,YES,,,,,,,,,,,
BON00C36CICN002,SMART C37 BONTOC RELAY,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.145/30,,,PLDT BAGUIO,PE-2,BGO05352CIBE002,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether100,10.205.236.146/30,,,,,,,,YES,,,,,,,,,,,
SMART 5376 TAMARO DN-1,SMART 5376 TAMARO,DN-1,,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.149/30,,,PLDT DAGUPAN,PE-1,DGPN3809CIBE001,NL,HundredGigE0/7/0/27,SLOT 7,Bundle-Ether114,10.205.236.150/30,,,,,,,,YES,,,,,,,,,,,
SMART 5376 TAMARO DN-1,SMART 5376 TAMARO,DN-1,,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.153/30,,,PLDT TARLAC,PE-2,TRCN3821CIBE002,NL,HundredGigE0/7/0/27,SLOT 7,Bundle-Ether115,10.205.236.154/30,,,,,,,,YES,,,,,,,,,,,
BNE00C36CICN001,SMART C36 BANAUE,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.157/30,,,PLDT BAGUIO,PE-1,BGO05352CIBE001,NL,HundredGigE0/0/0/4,SLOT 0,Bundle-Ether100,10.205.236.158/30,,,,,,,,YES,,,,,,,,,,,
BNE00C36CICN001,SMART C36 BANAUE,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.161/30,,,SMART C63 SOLANO,PE-2,SNO00C63CIBE002,NL,HundredGigE0/0/0/3,SLOT 0,Bundle-Ether102,10.205.236.162/30,,,,,,,,YES,,,,,,,,,,,
BKO03813CICN001,SMART 3813 BAUKO,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.165/30,,,PLDT BAGUIO,PE-1,BGO05352CIBE001,NL,HundredGigE0/7/0/2,SLOT 7,Bundle-Ether103,10.205.236.166/30,,,,,,,,YES,,,,,,,,,,,
BKO03813CICN001,SMART 3813 BAUKO,DN-1,NL,HundredGigE0/3/2/0,SLOT 3,PE-DN,Bundle-Ether101,10.205.236.169/30,,,SMART C63 SOLANO,PE-2,SNO00C63CIBE002,NL,HundredGigE0/7/0/2,SLOT 7,Bundle-Ether103,10.205.236.170/30,,,,,,,,YES,,,,,,,,,,,
BGR05664CICN001,SMART 5664 BANGAR RS LA UNION,DN-1,NL,HundredGigE0/2/0/0,SLOT 2,PE-DN,Bundle-Ether100,10.205.236.173/30,,,PLDT SFU,PE-1,SFUN3814CIBE001,NL,HundredGigE0/0/0/25,SLOT 0,Bundle-Ether103,10.205.236.174/30,,,,,,,,YES,,,,,,,,,,,
